Birth Card,AGE,Mercury,Venus,Mars,Jupiter,Saturn ,Uranus,Neptune,LONG RANGE,PLUTO,RESULT,SUPPORT,DEVELOPMENT
Q♣,85,8♣,4♠,Q♠,9♣,2♦,K♥,K♣,5♦,2♠,5♥,6♣,J♠
Q♣,86,6♥,A♥,9♣,4♣,9♦,7♠,K♥,5♣,Q♥,7♣,2♦,7♣
Q♣,87,K♠,2♦,2♥,A♦,10♣,5♠,5♣,8♥,7♠,K♦,A♦,8♦
Q♣,88,3♠,3♦,3♣,7♥,6♠,6♦,10♣,7♣,10♥,9♠,A♥,Q♠
Q♣,89,K♣,A♦,2♦,3♦,4♦,5♦,6♦,A♦,7♦,8♦,3♦,10♦
Q♣,90,10♠,5♣,3♦,A♠,7♥,7♦,5♠,4♠,J♥,9♣,Q♣,Q♣
Q♦,0,5♥,3♣,3♠,9♥,7♣,5♦,Q♠,5♥,J♣,9♦,Q♦,Q♦
Q♦,1,2♣,A♠,9♥,4♦,J♥,6♦,6♠,3♣,A♣,9♠,9♦,3♦
Q♦,2,3♦,A♥,4♠,8♣,J♦,10♠,4♦,3♠,8♦,2♦,5♦,6♥
Q♦,3,3♥,4♥,8♣,J♣,Q♥,5♥,7♣,9♥,A♦,10♦,3♣,4♣
Q♦,4,3♣,6♠,9♠,7♦,4♣,J♥,J♣,7♣,8♠,2♥,K♦,5♣
Q♦,5,A♠,4♦,7♦,10♠,7♥,4♠,5♣,5♦,8♥,K♥,7♠,5♥
Q♦,6,A♥,6♠,10♦,A♦,10♥,6♦,10♠,Q♠,K♠,J♠,8♥,4♦
Q♦,7,J♥,4♦,A♦,A♣,2♦,9♠,7♠,2♣,K♦,8♦,7♥,5♠
Q♦,8,10♠,Q♠,10♣,J♠,A♠,3♣,9♠,A♠,4♣,9♥,A♠,10♥
Q♦,9,K♥,K♣,A♣,Q♠,3♦,5♠,3♣,9♥,10♦,8♠,2♣,J♣
Q♦,10,4♦,K♦,Q♠,6♣,J♠,10♦,5♣,4♦,10♥,3♠,K♥,J♦
Q♦,11,7♦,J♣,2♠,3♠,5♦,6♠,6♣,J♥,3♥,7♣,9♠,3♠
Q♦,12,5♥,K♦,3♠,10♣,Q♥,10♠,6♠,6♦,7♥,8♠,6♠,6♦
Q♦,13,8♦,A♣,Q♠,2♦,9♠,K♥,10♠,6♠,4♦,8♣,2♠,9♣
Q♦,14,5♣,5♠,K♠,3♠,A♣,J♦,3♦,3♦,K♥,2♠,K♣,Q♥
Q♦,15,9♠,K♣,Q♠,10♦,9♥,A♠,J♥,A♥,5♦,J♠,8♠,10♠
Q♦,16,K♥,4♥,10♦,9♣,4♠,5♦,6♥,4♠,5♠,K♠,6♣,4♥
Q♦,17,2♣,4♦,9♣,J♣,J♦,2♦,6♠,8♣,3♥,8♥,2♦,4♠
Q♦,18,4♣,K♠,5♠,A♣,4♦,3♣,K♣,J♦,2♦,J♠,A♦,10♣
Q♦,19,8♣,7♥,5♦,9♠,5♣,3♠,5♠,10♠,10♥,A♥,A♥,J♠
Q♦,20,10♦,6♥,9♠,Q♣,7♣,4♥,3♠,4♦,K♥,K♦,3♥,7♣
Q♦,21,K♠,5♣,2♥,4♣,8♥,2♦,3♥,3♥,4♥,4♠,Q♣,8♦
Q♦,22,2♠,Q♠,10♣,Q♥,J♣,6♠,8♥,4♥,6♣,J♦,10♦,Q♠
Q♦,23,5♠,4♣,5♣,Q♠,A♦,J♠,6♠,8♣,7♦,3♣,Q♠,10♦
Q♦,24,2♣,3♥,Q♠,9♣,Q♥,7♦,2♦,J♣,J♥,9♠,8♦,Q♣
Q♦,25,2♥,9♦,K♥,Q♣,8♦,6♦,9♣,Q♥,9♥,A♦,7♣,3♥
Q♦,26,3♦,J♠,Q♣,4♥,8♠,9♥,8♥,5♥,4♠,K♦,J♠,A♥
Q♦,27,10♣,10♦,10♠,6♣,7♦,7♥,4♥,7♣,7♠,A♦,10♣,A♦
Q♦,28,2♣,8♠,6♣,9♠,3♥,7♠,6♥,3♣,5♦,9♦,4♠,2♦
Q♦,29,5♣,8♠,9♠,A♠,K♠,K♦,2♥,6♠,7♠,K♣,4♥,6♣
Q♦,30,K♦,3♣,10♠,7♣,6♦,A♥,9♥,9♠,K♥,9♣,10♠,8♠
Q♦,31,Q♣,8♠,7♣,3♦,10♥,5♦,6♥,7♦,2♦,2♠,Q♥,K♣
Q♦,32,5♠,3♣,3♦,A♦,K♣,9♠,K♠,4♣,7♥,A♣,9♣,2♠
Q♦,33,A♥,8♠,6♠,K♠,A♠,2♥,2♣,J♥,A♦,4♥,6♦,6♠
Q♦,34,2♥,3♦,5♠,9♣,Q♥,8♥,8♠,J♣,8♣,10♦,3♠,9♠
Q♦,35,4♦,6♦,9♣,7♥,6♣,8♣,Q♠,A♠,A♦,10♣,J♦,K♥
Q♦,36,7♠,J♠,3♥,10♠,K♦,4♣,7♥,4♦,3♣,10♦,J♣,2♣
Q♦,37,3♦,9♥,10♠,J♥,8♦,3♣,A♣,7♦,5♦,5♣,10♥,A♠
Q♦,38,7♦,Q♥,J♥,7♣,K♦,2♥,3♣,10♠,4♣,J♣,5♠,7♥
Q♦,39,K♥,8♥,7♣,Q♣,A♦,K♠,K♣,7♥,2♥,8♠,4♦,8♥
Q♦,40,K♦,2♣,10♠,8♦,3♠,A♠,9♦,4♠,9♠,7♥,5♥,7♠
Q♦,41,4♦,5♠,2♠,10♦,8♣,4♥,8♦,5♣,6♦,A♦,5♣,K♦
Q♦,42,Q♥,9♥,10♦,3♦,3♥,6♦,6♥,A♥,5♦,8♥,4♣,3♣
Q♦,43,Q♣,3♠,3♦,3♣,7♥,6♠,6♦,6♠,10♣,10♥,6♥,5♦
Q♦,44,K♦,A♠,2♠,3♠,4♠,5♠,6♠,10♦,7♠,8♠,3♦,9♦
Q♦,45,5♥,3♣,3♠,7♦,7♣,5♦,Q♠,A♦,J♣,9♦,Q♦,Q♦
Q♦,46,2♣,A♠,7♦,4♦,J♥,6♦,6♠,10♥,2♥,9♠,9♦,3♦
Q♦,47,3♦,A♥,4♠,8♣,J♦,10♠,4♦,6♦,8♦,2♦,5♦,6♥
Q♦,48,3♥,4♥,8♣,J♣,Q♥,5♥,7♣,10♠,A♦,10♦,3♣,4♣
Q♦,49,3♣,6♠,9♠,9♥,4♣,J♥,J♣,J♥,8♠,A♣,K♦,5♠
Q♦,50,A♠,4♦,9♥,10♠,7♥,4♠,5♣,4♦,8♥,K♥,7♠,5♥
Q♦,51,A♥,6♠,10♦,A♦,10♥,6♦,10♠,A♦,K♠,J♠,8♥,4♦
Q♦,52,J♥,4♦,A♦,2♥,2♦,9♠,7♠,A♣,K♦,8♦,7♥,5♠
Q♦,53,10♠,Q♠,10♣,J♠,A♠,3♣,9♠,2♦,4♣,7♦,A♠,10♥
Q♦,54,K♥,K♣,A♦,Q♠,3♦,5♠,3♣,9♠,10♦,8♠,2♣,J♣
Q♦,55,4♦,K♦,Q♠,6♣,J♠,10♦,5♣,7♠,10♥,3♠,K♥,J♦
Q♦,56,9♥,J♣,2♠,3♠,5♦,6♠,6♣,10♠,3♥,7♣,9♠,3♠
Q♦,57,5♥,K♦,3♠,10♣,Q♥,10♠,6♠,Q♠,7♥,8♠,6♠,6♦
Q♦,58,8♦,2♥,Q♠,2♦,9♠,K♥,10♠,10♣,4♦,8♣,2♠,9♣
Q♦,59,5♣,5♠,K♠,3♠,2♥,J♦,3♦,J♠,K♥,2♠,K♣,Q♥
Q♦,60,9♠,K♣,Q♠,10♦,7♦,A♠,J♥,A♠,5♦,J♠,8♠,10♠
Q♦,61,K♥,4♥,10♦,9♣,4♠,5♦,6♥,3♣,5♥,K♠,6♣,4♥
Q♦,62,2♣,4♦,9♣,J♣,J♦,2♦,6♠,9♠,3♥,8♥,2♦,4♠
Q♦,63,4♣,K♠,5♠,2♥,4♦,3♣,K♣,K♥,2♦,J♠,A♦,10♣
Q♦,64,8♣,7♥,5♦,9♠,5♣,3♠,5♠,K♣,10♥,A♥,A♥,J♠
Q♦,65,10♦,6♥,9♠,Q♣,7♣,4♥,3♠,A♦,K♥,K♦,3♥,7♣
Q♦,66,K♠,5♣,A♣,4♣,8♥,2♦,3♥,Q♠,4♥,4♠,Q♣,8♦
Q♦,67,2♠,Q♠,10♣,Q♥,J♣,6♠,8♥,3♦,6♣,J♦,10♦,Q♠
Q♦,68,5♠,4♣,5♣,Q♠,A♦,J♠,6♠,5♠,9♥,3♣,Q♠,10♦
Q♦,69,2♣,3♥,Q♠,9♣,Q♥,9♥,2♦,3♣,J♥,9♠,8♦,Q♣
Q♦,70,A♣,9♦,K♥,Q♣,8♦,6♦,9♣,4♦,7♦,A♦,7♣,3♥
Q♦,71,3♦,J♠,Q♣,4♥,8♠,7♦,8♥,K♦,4♠,K♦,J♠,A♥
Q♦,72,10♣,10♦,10♠,6♣,9♥,7♥,4♥,Q♠,7♠,A♦,10♣,A♦
Q♦,73,2♣,8♣,6♣,9♠,3♥,7♠,6♥,6♣,5♦,9♦,4♠,2♦
Q♦,74,5♣,8♠,9♠,A♠,K♠,K♦,A♣,J♠,7♠,K♣,4♥,6♣
Q♦,75,K♦,3♣,10♠,7♣,6♦,A♥,7♦,10♦,K♥,9♣,10♠,8♠
Q♦,76,Q♣,8♠,7♣,3♦,10♥,5♦,6♥,5♣,2♦,2♠,Q♥,K♣
Q♦,77,5♠,3♣,3♦,A♦,K♣,9♠,K♠,7♦,7♥,2♥,9♣,2♠
Q♦,78,A♥,8♠,6♠,K♠,A♠,A♣,2♣,J♣,A♦,4♥,6♦,6♠
Q♦,79,A♣,3♦,5♠,9♣,Q♥,8♥,8♠,2♠,8♣,10♦,3♠,9♠
Q♦,80,4♦,6♦,9♣,7♥,6♣,8♣,Q♠,3♠,A♦,10♣,J♦,K♥
Q♦,81,7♠,J♠,3♥,10♠,K♦,4♣,7♥,5♦,3♣,10♦,J♣,2♣
Q♦,82,3♦,7♦,10♠,J♥,8♦,3♣,2♥,6♠,5♦,5♣,10♥,A♠
Q♦,83,9♥,Q♥,J♥,7♣,K♦,A♣,3♣,6♣,4♣,J♣,5♠,7♥
Q♦,84,K♥,8♥,7♣,Q♣,A♦,K♠,K♣,5♥,A♣,8♠,4♦,8♥
Q♦,85,K♦,2♣,10♠,8♦,3♠,A♠,9♦,K♦,9♠,7♥,5♥,7♠
Q♦,86,4♦,5♠,2♠,10♦,8♣,4♥,8♦,3♠,6♦,A♦,5♣,K♦
Q♦,87,Q♥,7♦,10♦,3♦,3♥,6♦,6♥,10♣,5♦,8♥,4♣,3♣
Q♦,88,Q♣,3♠,3♦,3♣,7♥,6♠,6♦,Q♥,10♣,10♥,6♥,5♦
Q♦,89,K♦,A♠,2♠,3♠,4♠,5♠,6♠,10♠,7♠,8♠,3♦,9♦
Q♦,90,5♥,3♣,3♠,9♥,7♣,5♦,Q♠,6♠,J♣,9♦,Q♦,Q♦
Q♠,0,J♣,9♦,7♠,2♣,K♣,J♦,4♥,J♣,4♦,2♠,Q♠,Q♠
Q♠,1,6♣,3♥,A♥,9♦,5♣,K♦,J♦,9♦,7♦,J♠,8♦,10♦
Q♠,2,9♣,6♥,9♦,K♥,2♣,7♦,5♥,7♠,J♥,3♠,7♣,Q♣
Q♠,3,2♥,8♦,6♦,3♦,5♦,9♠,K♥,2♣,9♥,5♣,J♠,3♥
Q♠,4,10♦,K♦,3♦,7♥,5♠,9♥,4♥,K♣,8♥,10♣,10♣,A♥
Q♠,5,7♠,Q♦,A♠,4♦,7♦,10♠,7♥,J♦,4♠,5♣,4♠,A♦
Q♠,6,9♣,8♣,4♦,3♠,6♥,4♠,Q♣,4♥,7♣,8♦,4♥,2♦
Q♠,7,A♥,5♠,3♠,Q♥,K♠,10♣,2♥,6♣,4♠,10♥,10♠,6♣
Q♠,8,10♣,J♠,A♠,3♣,9♠,4♣,9♥,3♥,6♦,K♥,Q♥,8♠
Q♠,9,3♦,5♠,3♣,10♦,8♠,7♣,Q♣,A♥,5♥,J♣,9♣,K♣
Q♠,10,6♣,J♠,10♦,5♣,10♥,3♠,K♠,9♦,10♠,A♣,6♦,2♠
Q♠,11,4♣,5♠,J♠,K♠,Q♥,2♥,9♣,5♣,5♣,7♥,3♠,6♠
Q♠,12,2♥,10♦,6♣,K♥,2♣,4♥,5♠,K♦,8♣,K♦,J♦,9♠
Q♠,13,2♦,9♠,K♥,10♠,4♦,8♣,9♦,J♦,5♣,7♠,J♣,K♥
Q♠,14,4♠,K♦,6♥,A♠,10♣,3♥,10♠,9♣,J♠,Q♦,10♥,2♣
Q♠,15,10♦,9♥,A♠,J♥,5♦,J♠,A♣,6♥,7♣,A♥,5♠,A♠
Q♠,16,7♦,2♣,J♥,3♣,10♣,2♥,J♠,9♦,3♥,K♣,4♦,7♥
Q♠,17,6♦,4♥,3♣,3♦,5♣,K♠,10♥,K♥,2♥,5♠,5♥,8♥
Q♠,18,10♣,9♣,A♠,5♦,6♠,Q♥,8♦,2♣,3♠,10♠,5♣,7♠
Q♠,19,2♦,6♣,J♣,Q♦,8♣,7♥,5♦,7♦,9♠,5♣,4♣,K♦
Q♠,20,2♣,9♥,Q♦,10♦,6♥,9♠,Q♣,5♥,7♣,4♥,6♥,3♣
Q♠,21,3♦,6♠,10♦,J♠,10♠,J♦,9♠,2♥,7♠,8♠,3♦,5♦
Q♠,22,10♣,Q♥,J♣,6♠,8♥,6♣,J♦,8♦,4♠,5♠,Q♦,9♦
Q♠,23,A♦,J♠,6♠,7♦,3♣,7♣,9♦,6♦,K♣,8♦,9♦,Q♦
Q♠,24,9♣,Q♥,7♦,2♦,J♥,9♠,J♦,3♦,2♥,3♠,5♦,3♦
Q♠,25,10♦,4♣,8♥,8♣,2♠,A♠,2♦,5♦,5♦,5♥,3♣,6♥
Q♠,26,6♥,7♥,8♣,K♣,2♣,A♦,3♣,9♠,5♣,Q♦,K♦,4♣
Q♠,27,J♠,J♦,3♠,9♥,3♥,J♥,K♣,K♥,5♠,A♣,7♠,5♣
Q♠,28,Q♥,2♦,9♥,A♠,10♠,8♥,A♥,10♦,4♥,6♦,8♥,5♥
Q♠,29,4♣,J♦,Q♦,5♣,8♠,9♠,A♠,K♠,K♠,K♦,7♥,4♦
Q♠,30,J♥,2♦,5♣,2♥,5♥,3♠,4♠,3♦,10♣,5♦,A♠,5♠
Q♠,31,A♠,9♦,7♠,K♦,Q♥,J♠,3♠,7♥,3♥,7♦,2♣,10♥
Q♠,32,6♦,10♥,5♣,9♦,10♦,6♣,J♠,5♠,Q♦,5♠,K♥,J♣
Q♠,33,2♦,10♣,9♦,4♦,K♦,Q♦,A♥,9♥,8♠,6♠,9♠,J♦
Q♠,34,9♥,K♣,J♣,6♠,7♣,J♦,4♦,4♥,6♥,3♣,6♠,3♠
Q♠,35,A♦,10♣,6♠,7♠,2♣,A♠,J♦,7♠,10♠,5♠,2♠,6♠
Q♠,36,5♦,2♥,9♦,5♥,3♠,6♦,A♠,Q♦,2♦,8♣,K♣,9♣
Q♠,37,A♥,6♣,K♠,6♠,2♥,2♠,10♦,A♠,6♦,J♣,8♠,Q♥
Q♠,38,3♠,10♥,9♦,Q♦,7♦,Q♥,J♥,4♦,7♣,K♦,6♣,10♠
Q♠,39,6♦,7♥,Q♦,K♥,8♥,7♣,Q♣,7♦,A♦,K♠,2♦,4♥
Q♠,40,9♣,2♦,K♥,K♣,2♠,5♥,J♦,10♠,6♥,4♥,A♦,4♠
Q♠,41,3♥,K♠,6♣,2♥,2♦,J♠,10♥,7♥,5♥,K♦,A♥,10♣
Q♠,42,8♣,10♠,7♣,3♠,A♥,6♠,6♣,9♣,8♠,4♣,3♥,J♠
Q♠,43,Q♦,Q♣,3♠,3♦,3♣,7♥,6♠,8♣,6♦,10♣,Q♣,7♣
Q♠,44,K♠,A♥,A♣,3♥,4♥,5♥,6♥,4♦,7♥,8♥,10♦,8♦
Q♠,45,J♣,9♦,7♠,2♣,K♣,J♦,4♥,3♠,4♦,2♠,Q♠,Q♠
Q♠,46,6♣,3♥,A♥,9♦,5♣,K♦,J♦,6♥,9♥,J♠,8♦,10♦
Q♠,47,9♣,6♥,9♦,K♥,2♣,9♥,5♥,4♠,J♥,3♠,7♣,Q♦
Q♠,48,A♣,8♦,6♦,3♦,5♦,9♠,K♥,Q♣,7♦,5♣,J♠,3♥
Q♠,49,10♦,K♦,3♦,7♥,5♠,7♦,4♥,A♥,8♥,10♣,10♣,A♥
Q♠,50,7♠,Q♦,A♠,4♦,9♥,10♠,7♥,5♠,4♠,5♣,4♠,A♦
Q♠,51,9♣,8♣,4♦,3♠,6♥,4♠,Q♣,3♠,7♣,8♦,4♥,2♦
Q♠,52,A♥,5♠,3♠,Q♥,K♠,10♣,A♣,Q♥,4♠,10♥,10♠,6♣
Q♠,53,10♣,J♠,A♠,3♣,9♠,4♣,7♦,K♠,6♦,K♥,Q♥,8♠
Q♠,54,3♦,5♠,3♣,10♦,8♠,7♣,Q♣,10♣,5♥,J♣,9♣,K♣
Q♠,55,6♣,J♠,10♦,5♣,10♥,3♠,K♠,2♥,10♠,2♥,6♦,2♠
Q♠,56,4♣,5♠,J♦,K♠,Q♥,A♣,9♣,10♣,5♣,7♥,3♠,6♠
Q♠,57,A♣,10♦,6♣,K♥,2♣,4♥,5♠,J♠,8♣,Q♦,J♦,9♠
Q♠,58,2♦,9♠,K♥,10♠,4♦,8♣,9♦,A♠,5♣,7♠,J♣,K♥
Q♠,59,4♠,K♦,6♥,A♠,10♣,3♥,10♠,3♣,J♠,Q♦,10♥,2♣
Q♠,60,10♦,7♦,A♠,J♥,5♦,J♠,2♥,9♠,7♣,A♥,5♠,5♠
Q♠,61,9♥,2♣,J♥,3♣,10♣,A♣,J♠,4♣,3♥,K♣,4♦,7♥
Q♠,62,6♦,4♥,3♣,3♦,5♣,K♠,10♥,9♥,A♣,5♠,5♥,8♥
Q♠,63,10♣,9♣,A♠,5♦,6♠,Q♥,8♦,3♦,3♠,10♠,5♣,7♠
Q♠,64,2♦,6♣,J♣,Q♦,8♣,7♥,5♦,5♠,9♠,5♣,4♣,K♦
Q♠,65,2♣,7♦,Q♦,10♦,6♥,9♠,Q♣,3♣,7♣,4♥,6♥,3♣
Q♠,66,3♦,6♠,10♦,J♠,10♠,J♦,9♠,10♦,7♠,8♠,3♦,5♦
Q♠,67,10♣,Q♥,J♣,6♠,8♥,6♣,J♦,8♠,4♠,5♠,Q♦,9♦
Q♠,68,A♦,J♠,6♠,9♥,3♣,7♣,9♦,7♣,K♣,8♦,9♦,Q♦
Q♠,69,9♣,Q♥,9♥,2♦,J♥,9♠,J♦,Q♣,A♣,3♠,5♦,3♦
Q♠,70,10♦,4♣,8♥,8♣,2♠,A♠,2♦,6♣,5♦,5♥,3♣,6♥
Q♠,71,6♥,7♥,8♣,K♣,2♣,A♦,3♣,J♠,5♣,Q♦,K♦,4♣
Q♠,72,J♠,J♦,3♠,7♦,3♥,J♥,K♣,10♦,5♠,2♥,7♠,5♣
Q♠,73,Q♥,2♦,7♦,A♠,10♠,8♥,A♥,5♣,4♥,6♦,8♥,5♥
Q♠,74,4♣,J♦,Q♦,5♣,8♠,9♠,A♠,10♥,K♠,K♦,7♥,4♦
Q♠,75,J♥,2♦,5♣,A♣,5♥,3♠,4♠,3♠,10♣,5♦,A♠,5♠
Q♠,76,A♠,9♦,7♠,K♦,Q♥,J♠,3♠,K♠,3♥,9♥,2♣,10♥
Q♠,77,6♦,10♥,5♣,9♦,10♦,6♣,J♠,4♣,Q♦,5♠,K♥,J♣
Q♠,78,2♦,10♣,9♦,4♦,K♦,Q♦,A♥,5♠,8♠,6♠,9♠,J♦
Q♠,79,7♦,K♣,J♣,6♠,7♣,J♦,4♦,J♦,6♥,3♣,6♠,3♠
Q♠,80,A♦,10♣,6♠,7♠,2♣,A♠,J♦,K♠,10♠,5♠,2♠,6♦
Q♠,81,5♦,A♣,9♦,5♥,3♠,6♦,A♠,Q♥,2♦,8♣,K♣,9♣
Q♠,82,A♥,6♣,K♠,6♠,A♣,2♠,10♦,2♥,6♦,J♣,8♠,Q♥
Q♠,83,3♠,10♥,9♦,Q♦,9♥,Q♥,J♥,9♣,7♣,K♦,6♣,10♠
Q♠,84,6♦,7♥,Q♦,K♥,8♥,7♣,Q♣,2♥,A♦,K♠,2♦,4♥
Q♠,85,9♣,2♦,K♥,K♣,2♠,5♥,J♦,10♦,6♥,4♥,A♦,4♠
Q♠,86,3♥,K♠,6♣,A♣,2♦,J♠,10♥,6♣,5♥,K♦,A♥,10♣
Q♠,87,8♣,10♠,7♣,3♠,A♥,6♠,6♣,K♥,8♠,4♣,3♥,J♠
Q♠,88,Q♦,Q♣,3♠,3♦,3♣,7♥,6♠,2♣,6♦,10♣,Q♣,7♣
Q♠,89,K♠,A♥,2♥,3♥,4♥,5♥,6♥,4♥,7♥,8♥,10♦,8♦
Q♠,90,J♣,9♦,7♠,2♣,K♣,J♦,4♥,5♠,4♦,2♠,Q♠,Q♠
K♥   ,0,K♦,6♥   ,4♣,2♦,J♠,8♣,6♦,K♦,4♠,10♥   ,K♥   ,K♥   
K♥   ,1,8♠,J♣,10♠,5♥,K♣,7♥,2♦,6♥,2♠,9♣,9♠,2♣
K♥   ,2,2♣,7♦,5♥,J♥,3♠,2♠,2♥,4♣,6♠,8♥,6♠,A♠
K♥   ,3,9♥,5♣,J♥,J♦,K♣,A♣,2♠,2♦,7♥,9♦,2♠,7♥
K♥   ,4,3♥,6♣,J♦,Q♥,4♠,K♠,8♦,J♠,A♣,7♣,K♣,8♥
K♥   ,5,K♣,A♥,5♥,3♠,3♦,A♦,9♠,8♣,Q♣,2♦,8♠,7♠
K♥   ,6,K♦,3♣,Q♠,9♣,8♣,4♦,3♠,6♦,6♥,4♠,6♣,K♦
K♥   ,7,5♣,7♦,9♣,2♣,10♠,6♥,A♠,8♠,6♠,6♣,2♦,3♣
K♥   ,8,Q♥,3♦,2♣,2♠,2♦,10♦,6♥,J♣,10♥,5♦,A♦,5♦
K♥   ,9,K♣,A♦,Q♠,3♦,5♠,3♣,10♦,10♠,8♠,7♣,A♥,9♦
K♥   ,10,7♠,2♠,3♦,9♥,J♦,6♠,6♦,5♥,9♦,9♠,3♥,Q♦
K♥   ,11,A♥,A♦,9♥,K♦,J♥,6♥,10♦,K♣,A♣,Q♣,Q♣,3♦
K♥   ,12,2♣,4♥,5♠,8♣,Q♦,5♥,K♦,7♥,3♠,10♣,10♦,6♥
K♥   ,13,10♠,4♦,8♣,9♦,5♣,7♠,J♦,2♦,4♠,9♣,Q♠,4♣
K♥   ,14,2♠,10♦,Q♣,7♦,7♥,J♥,9♦,2♣,7♣,2♥,8♦,5♣
K♥   ,15,A♦,K♦,7♦,5♥,2♦,5♠,8♥,7♦,6♣,3♥,7♣,5♥
K♥   ,16,4♥,10♦,9♣,4♠,5♦,6♥,5♥,5♥,K♠,J♣,J♠,4♦
K♥   ,17,J♥,K♦,4♠,A♣,10♣,Q♣,8♠,J♥,K♣,3♠,10♣,5♠
K♥   ,18,5♥,6♦,10♥,J♣,A♦,2♠,Q♣,3♠,7♥,9♥,4♠,10♥
K♥   ,19,3♥,8♦,4♠,6♦,2♣,3♣,2♠,2♠,9♣,7♣,4♥,J♣
K♥   ,20,K♦,K♣,6♦,J♠,J♣,9♣,8♥,2♥,5♦,3♦,10♠,J♦
K♥   ,21,7♦,9♦,Q♠,3♦,6♠,10♦,J♠,9♥,10♠,J♦,Q♥,3♠
K♥   ,22,7♠,K♣,3♦,10♥,5♣,5♥,10♦,5♣,2♦,7♣,9♣,6♦
K♥   ,23,3♠,A♣,6♦,10♣,Q♣,3♥,5♥,J♥,K♦,8♣,6♦,9♣
K♥   ,24,8♥,3♣,K♠,3♦,A♣,Q♦,2♣,J♦,3♥,Q♠,3♠,Q♥
K♥   ,25,Q♣,8♦,6♦,9♣,9♥,A♦,J♥,K♣,6♠,J♣,J♦,10♠
K♥   ,26,3♥,4♦,9♣,4♣,5♠,6♠,A♠,A♣,7♠,K♠,J♣,4♥
K♥   ,27,A♥,K♦,4♣,9♦,Q♦,10♣,10♦,2♠,10♠,6♣,10♥,4♠
K♥   ,28,7♥,K♠,3♣,A♣,K♦,2♠,8♦,3♥,10♣,J♣,5♠,10♣
K♥   ,29,8♣,2♦,6♠,Q♣,8♥,3♦,3♣,6♣,5♦,4♥,4♦,J♠
K♥   ,30,9♣,A♠,Q♣,Q♥,J♦,4♦,3♦,J♦,3♥,K♣,5♥,7♣
K♥   ,31,K♠,8♥,2♥,7♥,6♣,10♣,10♠,Q♥,4♦,5♠,5♣,8♦
K♥   ,32,Q♠,6♦,10♥,5♣,9♦,10♦,6♣,4♠,J♠,Q♦,4♣,Q♠
K♥   ,33,3♣,7♥,8♥,6♦,4♠,J♣,10♦,K♠,7♦,2♠,6♥,10♦
K♥   ,34,A♥,10♠,6♦,4♣,5♣,7♦,10♣,8♦,J♥,Q♣,3♦,Q♣
K♥   ,35,2♥,9♠,3♥,Q♥,3♠,6♥,4♣,K♣,9♥,4♠,Q♦,3♥
K♥   ,36,2♣,J♣,Q♥,4♦,7♣,9♥,6♣,A♥,5♠,K♣,9♦,A♥
K♥   ,37,10♥,9♣,5♥,J♠,7♦,2♦,4♦,5♥,8♠,4♠,5♦,A♦
K♥   ,38,A♥,8♣,J♠,Q♣,10♠,8♠,A♠,3♠,6♠,9♠,3♣,2♦
K♥   ,39,8♥,7♣,Q♣,A♦,K♠,K♣,2♥,3♦,8♠,8♦,K♦,6♣
K♥   ,40,K♣,2♠,5♥,J♦,6♥,4♥,9♥,A♦,3♥,4♣,7♠,8♠
K♥   ,41,Q♥,7♣,J♦,2♣,5♦,6♠,A♠,9♠,10♣,Q♠,8♥,K♣
K♥   ,42,3♣,2♠,2♣,4♠,8♦,Q♣,K♠,K♦,2♦,A♣,7♥,2♠
K♥   ,43,4♥,7♣,10♦,K♠,A♦,2♥,A♥,3♣,4♠,4♦,A♠,6♠
K♥   ,44,2♥,2♣,3♣,4♣,5♣,6♣,7♣,Q♠,8♣,9♣,2♣,9♠
K♥   ,45,K♦,6♥,4♣,2♦,J♠,8♣,6♦,9♣,4♠,10♥,K♥,K♥
K♥   ,46,8♠,J♣,10♠,5♥,K♣,7♥,2♦,8♣,2♠,9♣,9♠,2♣
K♥   ,47,2♣,9♥,5♥,J♥,3♠,2♠,A♣,4♦,6♠,8♥,6♠,A♠
K♥   ,48,7♦,5♣,J♥,J♦,K♣,2♥,2♠,3♠,7♥,9♦,2♠,7♥
K♥   ,49,3♥,6♣,J♦,Q♥,4♠,K♠,8♦,5♣,2♥,7♣,K♣,8♥
K♥   ,50,K♣,A♥,5♥,3♠,3♦,A♦,9♠,7♦,Q♣,2♦,8♠,7♠
K♥   ,51,K♦,3♣,Q♠,9♣,8♣,4♦,3♠,9♣,6♥,4♠,6♣,K♦
K♥   ,52,5♣,9♥,9♣,2♣,10♠,6♥,A♠,2♣,6♠,6♣,2♦,3♣
K♥   ,53,Q♥,3♦,2♣,2♠,2♦,10♦,6♥,10♠,10♥,5♦,A♦,5♦
K♥   ,54,K♣,A♦,Q♠,3♦,5♠,3♣,10♦,6♥,8♠,7♣,A♥,9♦
K♥   ,55,7♠,2♠,3♦,7♦,J♦,6♠,6♦,A♠,9♦,9♠,3♥,Q♦
K♥   ,56,A♥,A♦,7♦,K♦,J♥,6♥,10♦,Q♥,2♥,Q♣,Q♣,3♦
K♥   ,57,2♣,4♥,5♠,8♣,Q♦,5♥,K♦,3♦,3♠,10♣,10♦,6♥
K♥   ,58,10♠,4♦,8♣,9♦,5♣,7♠,J♦,2♣,4♠,9♣,Q♠,4♣
K♥   ,59,2♠,10♦,Q♣,9♥,7♥,J♥,9♦,2♠,7♣,A♣,8♦,5♣
